Country,Location,Station ID,Short-term erosion rate (mm kyr^-1),Basin area (km^2),Latitude,Longitude,Koppen¡VGeiger classification,Aridity Index,Aridity Index category,Reference
US,Matanuska,,707.5471698,5300,61.490259,-149.269869,Ds,0.7549,Humid,Milliman and Farnsworth 2013
US,Speel,,2586.206897,580,58.013975,-133.757936,Df,3.5521,Humid,Milliman and Farnsworth 2013
US,Wailuku,,19.23076923,650,19.728228,-155.087798,Af,2.4483,Humid,Milliman and Farnsworth 2013
Fiji,Rewa,,1293.103448,2900,-18.125385,178.529932,Af,2.3087,Humid,Milliman and Farnsworth 2013
Mexico,Actopan,,550,2500,19.416695,-96.322293,Am,0.6254,Humid,Milliman and Farnsworth 2013
Mexico,Ameca,,218.75,12000,20.672846,-105.280739,Aw,0.6601,Humid,Milliman and Farnsworth 2013
Mexico,Antigua,,132.5757576,3300,19.310451,-96.284961,Am,0.7079,Humid,Milliman and Farnsworth 2013
Mexico,Balsas,,57.29166667,120000,17.945391,-102.134879,Aw,0.521,Dry sub-humid,Milliman and Farnsworth 2013
Mexico,Coahuayana,,383.3333333,7500,18.684962,-103.738197,BSh,0.5048,Dry sub-humid,Milliman and Farnsworth 2013
Mexico,Culiacan,,55.55555556,18000,24.493649,-107.732203,BSh,0.2541,Semi-arid,Milliman and Farnsworth 2013
Mexico,Diego,,50,1000,15.564426,-93.298743,Aw,1.193,Humid,Milliman and Farnsworth 2013
Mexico,Grijalva,,16.25,50000,18.600452,-92.692867,Aw,1.0373,Humid,Milliman and Farnsworth 2013
Mexico,Jamapa,,75.75757576,3300,19.10123,-96.101859,Aw,0.7445,Humid,Milliman and Farnsworth 2013
Mexico,La Union,,26.78571429,1400,17.911716,-101.86227,Aw,0.5121,Dry sub-humid,Milliman and Farnsworth 2013
Mexico,Maraquelia,,110.2941176,1700,16.555005,-98.814684,Aw,0.6512,Dry sub-humid,Milliman and Farnsworth 2013
Mexico,Mayo,,41.96428571,14000,26.729928,-109.793814,BWh,0.1607,Arid,Milliman and Farnsworth 2013
Mexico,Misantia,,275.7352941,680,19.894245,-96.497381,Cf,0.9849,Humid,Milliman and Farnsworth 2013
Mexico,Mocorito,,107.1428571,2800,25.08453,-108.070107,BSh,0.3577,Semi-arid,Milliman and Farnsworth 2013
Mexico,Panuco,,48.52941176,85000,22.258859,-97.792701,Aw,0.7127,Humid,Milliman and Farnsworth 2013
Mexico,Papaloapan,,93.75,46000,18.748534,-95.750492,Aw,0.9569,Humid,Milliman and Farnsworth 2013
Mexico,Piaxtla,,227.2727273,11000,23.705524,-106.811614,BSh,0.3752,Semi-arid,Milliman and Farnsworth 2013
Mexico,San Fernando,,125,18000,24.966694,-97.753949,BSh,0.4015,Semi-arid,Milliman and Farnsworth 2013
Mexico,San Lorenzo,,150,10000,24.247511,-107.41525,BSh,0.2475,Semi-arid,Milliman and Farnsworth 2013
Mexico,Suchiate,,173.6111111,1800,14.532088,-92.227352,BWh,0.717,Dry sub-humid,Milliman and Farnsworth 2013
Mexico,Tehuantepec,,261.3636364,11000,16.190066,-95.145203,Aw,0.534,Dry sub-humid,Milliman and Farnsworth 2013
Mexico,Usumacinta,,75.98039216,51000,18.648712,-92.467941,Aw,0.9468,Humid,Milliman and Farnsworth 2013
Mexico,Verde,,266.4473684,19000,15.985244,-97.788099,BSh,0.6778,Humid,Milliman and Farnsworth 2013
Guatemala,Motagua,,312.5,15000,15.74353,-88.269697,Af,1.1836,Humid,Milliman and Farnsworth 2013
El Salvador,Lempa,,243.0555556,18000,13.256714,-88.82363,Am,0.9919,Humid,Milliman and Farnsworth 2013
Honduras,Coco,,150.462963,27000,14.998171,-83.138578,Am,1.9798,Humid,Milliman and Farnsworth 2013
Nicaragua,Escondido,,244.7916667,12000,12.054489,-83.738355,Af,3.3442,Humid,Milliman and Farnsworth 2013
Nicaragua,Grande de Matagalpa,,164.0625,20000,12.909772,-83.513342,Af,2.0227,Humid,Milliman and Farnsworth 2013
Nicaragua,Prinza Polka,,204.5454545,11000,13.411483,-83.560869,Af,2.3017,Humid,Milliman and Farnsworth 2013
Nicaragua,San Juan,,78.52564103,39000,10.939941,-83.698425,Af,3.4319,Humid,Milliman and Farnsworth 2013
Costa Rica,Grande de Terraba,,247.3958333,4800,8.964322,-83.623931,Am,1.2433,Humid,Milliman and Farnsworth 2013
US,Guanajibo,,90.72580645,310,18.168229,-67.180914,Af,0.9604,Humid,Milliman and Farnsworth 2013
Colombia,Ancho,,34.72222222,540,11.262217,-73.485142,BSh,0.9461,Humid,Milliman and Farnsworth 2013
Colombia,Atrato,,190.9722222,36000,8.201429,-76.922805,Af,1.5743,Humid,Milliman and Farnsworth 2013
Colombia,Don Diego,,27.64423077,520,11.257992,-73.70388,BSh,1.134,Humid,Milliman and Farnsworth 2013
Colombia,Leon,,729.1666667,1200,7.938632,-76.750427,Af,1.6856,Humid,Milliman and Farnsworth 2013
Colombia,Mira,,638.1578947,9500,1.639353,-79.004499,Cf,1.743,Humid,Milliman and Farnsworth 2013
Colombia,Mulatos,,131.25,1000,8.64689,-76.731918,Af,1.2471,Humid,Milliman and Farnsworth 2013
Colombia,Patia,,546.875,24000,2.644956,-78.320976,Cf,2.9057,Humid,Milliman and Farnsworth 2013
Colombia,Rancheria,,28.40909091,2200,11.554884,-72.903764,BWh,0.3931,Semi-arid,Milliman and Farnsworth 2013
Colombia,San Juan,,625,16000,4.122224,-77.515721,Af,4.2333,Humid,Milliman and Farnsworth 2013
Colombia,Sinu,,175,15000,9.440193,-75.948316,Aw,0.799,Humid,Milliman and Farnsworth 2013
Colombia,Turbo,,285.15625,160,8.122089,-76.75585,Af,1.6204,Humid,Milliman and Farnsworth 2013
Chile,Aconcagua,,148.8095238,2100,-32.914908,-71.508094,Cs,0.4157,Semi-arid,Milliman and Farnsworth 2013
Argentina,Chubut,,9.375,40000,-43.342112,-65.055815,BWk,0.1606,Arid,Milliman and Farnsworth 2013
Argentina,Coig,,4.166666667,15000,-50.942145,-69.165889,BSk,0.2287,Semi-arid,Milliman and Farnsworth 2013
Argentina,Deseado,,22.32142857,14000,-47.760191,-65.870232,BSk,0.2462,Semi-arid,Milliman and Farnsworth 2013
Argentina,Gallegos,,12.25490196,5100,-51.595428,-68.970719,BSk,0.3018,Semi-arid,Milliman and Farnsworth 2013
Argentina,Santa Cruz,,18.22916667,24000,-50.130815,-68.347626,BSk,0.2335,Semi-arid,Milliman and Farnsworth 2013
Brazil,Araguari,,7.26744186,43000,1.236588,-49.902755,Aw,1.8697,Humid,Milliman and Farnsworth 2013
Brazil,Contas,,1.116071429,56000,-14.274496,-38.991823,Af,1.5403,Humid,Milliman and Farnsworth 2013
Brazil,Doce,,82.23684211,76000,-19.643161,-39.812525,Am,0.8252,Humid,Milliman and Farnsworth 2013
Brazil,Gurupi,,156.25,40000,-1.096063,-46.047329,Am,1.3394,Humid,Milliman and Farnsworth 2013
Brazil,Itajai-Acu,,31.66666667,15000,-26.912905,-48.641769,Cf,1.2143,Humid,Milliman and Farnsworth 2013
Brazil,Itapicuru,,0.145348837,43000,-2.771987,-44.162924,Af,1.129,Humid,Milliman and Farnsworth 2013
Brazil,Jaguaribe,,0.462962963,81000,-4.423692,-37.766836,Af,0.5807,Humid,Milliman and Farnsworth 2013
Brazil,Jequitinhonha,,45.95588235,68000,-15.844448,-38.85599,Af,1.1628,Humid,Milliman and Farnsworth 2013
Brazil,Mearim,,4.375,100000,-2.411742,-44.331017,Af,1.0925,Humid,Milliman and Farnsworth 2013
Brazil,Mucuri,,104.1666667,15000,-18.095474,-39.549505,Af,0.9615,Humid,Milliman and Farnsworth 2013
Brazil,Paraguacu,,2.083333333,60000,-12.833597,-38.795147,Af,1.0305,Humid,Milliman and Farnsworth 2013
Brazil,Paraiba do Sul,,43.85964912,57000,-21.617266,-41.015913,Af,0.7192,Humid,Milliman and Farnsworth 2013
Brazil,Parnaiba,,5.514705882,340000,-2.739427,-41.794705,Af,0.7488,Humid,Milliman and Farnsworth 2013
Brazil,Tocantins,,61.67763158,760000,-0.469972,-48.231489,Am,1.9475,Humid,Milliman and Farnsworth 2013
French Guiana,Approuague,,11.36363636,11000,4.682366,-51.956231,Am,2.4793,Humid,Milliman and Farnsworth 2013
French Guiana,Mana,,5.208333333,12000,5.730195,-53.839812,Af,1.4326,Humid,Milliman and Farnsworth 2013
French Guiana,Marowijne,,13.25757576,66000,5.741104,-53.97205,Af,1.5038,Humid,Milliman and Farnsworth 2013
French Guiana,Oyapoc,,10.41666667,30000,4.473873,-51.642382,Am,2.389,Humid,Milliman and Farnsworth 2013
Suriname,Coppename,,12.5,20000,5.833692,-55.949985,Af,1.0545,Humid,Milliman and Farnsworth 2013
Suriname,Nickerie,,12.88659794,9700,5.970295,-57.015093,Af,1.1803,Humid,Milliman and Farnsworth 2013
Suriname,Saramacca,,7.8125,16000,5.839439,-55.934054,Af,1.0546,Humid,Milliman and Farnsworth 2013
Suriname,Suriname,,11.71875,16000,5.925563,-55.155067,Af,1.2627,Humid,Milliman and Farnsworth 2013
Guyana,Berbice,,11.36363636,11000,6.297873,-57.527465,Af,0.8607,Humid,Milliman and Farnsworth 2013
Guyana,Corantijn,,9.548611111,72000,6.017254,-57.082827,Af,1.1394,Humid,Milliman and Farnsworth 2013
Guyana,Essequibo,,41.97761194,67000,6.977858,-58.398455,Af,1.6486,Humid,Milliman and Farnsworth 2013
Turkey,Asi,,9.782608696,23000,36.045586,35.963,Cs,1.0767,Humid,Milliman and Farnsworth 2013
Turkey,Buyuk Menderes,,24.375,20000,37.540172,27.168979,Cs,0.6368,Dry sub-humid,Milliman and Farnsworth 2013
Turkey,Devrekani,,102.2727273,1100,41.881287,32.936472,Cf,0.78,Humid,Milliman and Farnsworth 2013
Turkey,Gediz,,45.13888889,18000,38.588935,26.815915,Cs,0.5364,Dry sub-humid,Milliman and Farnsworth 2013
Turkey,Harsit,,125,2600,41.009935,38.844453,Cf,0.9354,Humid,Milliman and Farnsworth 2013
Turkey,Iyidere,,133.9285714,840,40.98749,40.329704,Cf,1.1454,Humid,Milliman and Farnsworth 2013
Turkey,Karasu,,8.620689655,2900,41.881789,35.120036,Cf,0.7458,Humid,Milliman and Farnsworth 2013
Turkey,Kucuk Menderes,,104.1666667,3600,37.958781,27.263645,Cs,0.58,Dry sub-humid,Milliman and Farnsworth 2013
Turkey,Melet,,168.75,1000,40.984684,37.933501,Cf,0.9508,Humid,Milliman and Farnsworth 2013
Georgia,Bzybi,,200,1500,43.186211,40.280592,Cf,1.5422,Humid,Milliman and Farnsworth 2013
Georgia,Chorokhi,,232.9545455,22000,41.603552,41.574287,Cf,1.6568,Humid,Milliman and Farnsworth 2013
Georgia,Inguri,,19.81707317,4100,42.391644,41.559024,Cf,1.828,Humid,Milliman and Farnsworth 2013
Georgia,Khobi,,216.3461538,1300,42.275576,41.632198,Cf,1.8567,Humid,Milliman and Farnsworth 2013
Georgia,Kodori,,256.25,2000,42.820797,41.132088,Cf,1.5806,Humid,Milliman and Farnsworth 2013
Georgia,Supsa,,142.0454545,1100,42.019296,41.752919,Cf,1.948,Humid,Milliman and Farnsworth 2013
Yemen,Wadi Siham,,357.1428571,4900,14.806137,43.147516,BWh,0.0385,Arid,Milliman and Farnsworth 2013
Yemen,Wadi Tuban,,288.4615385,6500,12.826067,44.943739,BWh,0.0298,Hyper-arid,Milliman and Farnsworth 2013
Algeria,Agrioun,,4545.454545,660,36.642105,5.339367,Cs,0.7102,Humid,Milliman and Farnsworth 2013
Algeria,Kebir,,125,1100,36.871264,6.082906,Cs,0.9019,Humid,Milliman and Farnsworth 2013
Algeria,Mazafran,,986.8421053,1900,36.699109,2.803673,Cs,0.6208,Humid,Milliman and Farnsworth 2013
Algeria,Sebaou,,300,2500,36.911644,3.855057,Cs,0.9464,Humid,Milliman and Farnsworth 2013
Algeria,Seybousse,,136.3636364,5500,36.867823,7.773277,Cs,0.613,Dry sub-humid,Milliman and Farnsworth 2013
Algeria,Soumman,,301.4705882,8500,36.729133,5.076761,Cs,0.8449,Humid,Milliman and Farnsworth 2013
Algeria,Tafna,,71.02272727,8800,35.29777,-1.471771,Cs,0.3793,Semi-arid,Milliman and Farnsworth 2013
Morroco,Bou Regreg,,299.744898,9800,34.035274,-6.834977,Cs,0.417,Semi-arid,Milliman and Farnsworth 2013
Morroco,Draa,,76.75438596,114000,28.682675,-11.119443,BWh,0.0862,Arid,Milliman and Farnsworth 2013
Morroco,Loukos,,625,1800,35.202164,-6.152,Cs,0.5022,Dry sub-humid,Milliman and Farnsworth 2013
Morroco,Massa,,263.1578947,3800,30.078068,-9.672679,BSh,0.1576,Arid,Milliman and Farnsworth 2013
Morroco,Mellah,,347.2222222,1800,33.704004,-7.411262,Cs,0.3401,Semi-arid,Milliman and Farnsworth 2013
Morroco,Mharhar,,729.1666667,180,35.570359,-5.99479,Cs,0.6103,Dry sub-humid,Milliman and Farnsworth 2013
Morroco,Nekor,,2215.189873,790,35.199436,-3.823802,Cs,0.25,Semi-arid,Milliman and Farnsworth 2013
Morroco,Oum Er Rbia,,137.5,30000,33.318453,-8.338531,Cs,0.3066,Semi-arid,Milliman and Farnsworth 2013
Tunisia,Majardah,,267.0454545,22000,37.012167,10.191849,Cs,0.3701,Semi-arid,Milliman and Farnsworth 2013
Tunisia,Miliane,,281.25,2000,36.764369,10.299026,Cs,0.3573,Semi-arid,Milliman and Farnsworth 2013
Gambia,Gambia,,1.623376623,77000,13.555954,-16.603662,Aw,0.4302,Semi-arid,Milliman and Farnsworth 2013
Guinea,Konkoure,,14.84375,16000,9.808569,-13.754742,Am,1.9204,Humid,Milliman and Farnsworth 2013
Liberia,Cavally,,118.3035714,28000,4.364008,-7.527642,Af,1.7716,Humid,Milliman and Farnsworth 2013
Ivory Coast,Agneby,,105.3370787,8900,5.300934,-4.334999,Aw,1.1377,Humid,Milliman and Farnsworth 2013
Ivory Coast,Bandama,,7.731958763,97000,5.142561,-4.964466,Aw,1.1024,Humid,Milliman and Farnsworth 2013
Ivory Coast,Comoe,,72.11538462,78000,5.192149,-3.721962,Am,1.2606,Humid,Milliman and Farnsworth 2013
Ivory Coast,Sassandra,,22.94303797,79000,4.959375,-6.077322,Aw,1.049,Humid,Milliman and Farnsworth 2013
Ghana,Ankobra,,181.4516129,6200,4.896276,-2.270434,Am,1.4175,Humid,Milliman and Farnsworth 2013
Ghana,Ayensu,,55.14705882,1700,5.357663,-0.591759,Aw,0.7054,Humid,Milliman and Farnsworth 2013
Ghana,Pra,,39.47368421,38000,5.01885,-1.625738,Aw,1.0357,Humid,Milliman and Farnsworth 2013
Benin,Mono,,34.48275862,29000,6.283788,1.838832,Aw,0.6273,Dry sub-humid,Milliman and Farnsworth 2013
Benin,Oueme,,30,50000,6.451825,2.52781,Aw,0.8607,Humid,Milliman and Farnsworth 2013
Nigeria,Cross,,78.125,60000,4.762956,8.344794,Am,1.871,Humid,Milliman and Farnsworth 2013
Nigeria,Ogun,,14.62765957,47000,6.593725,3.460286,Aw,1.1136,Humid,Milliman and Farnsworth 2013
Cameroon,Nyong,,2.232142857,28000,3.260359,9.905852,Af,1.9166,Humid,Milliman and Farnsworth 2013
South Africa,Keurbooms,,113.6363636,1100,-34.020636,23.397196,Cf,0.7234,Humid,Milliman and Farnsworth 2013
South Africa,Kromme,,125,900,-34.143444,24.840557,Cf,0.6331,Humid,Milliman and Farnsworth 2013
South Africa,Matigulu,,137.5,1000,-29.112417,31.615537,Cf,0.7787,Humid,Milliman and Farnsworth 2013
South Africa,Tugela,,189.6551724,29000,-29.22603,31.49745,Cf,0.7727,Humid,Milliman and Farnsworth 2013
South Africa,Umfolozi,,150,10000,-28.661699,32.257002,Cf,0.863,Humid,Milliman and Farnsworth 2013
South Africa,Umgeni,,241.4772727,4400,-29.812405,31.041575,Cf,0.7668,Humid,Milliman and Farnsworth 2013
South Africa,Umhlantuzi,,185.8108108,3700,-28.80934,32.088803,Cf,0.8286,Humid,Milliman and Farnsworth 2013
South Africa,Umkomazi,,232.5581395,4300,-30.200301,30.802991,Cf,0.8624,Humid,Milliman and Farnsworth 2013
South Africa,Umtamvuna,,179.1666667,1500,-31.081485,30.195688,Cf,1.0503,Humid,Milliman and Farnsworth 2013
South Africa,Umvoti,,180.8035714,2800,-29.38668,31.336383,Cf,0.7513,Humid,Milliman and Farnsworth 2013
South Africa,Umzimvubu,,85.9375,16000,-31.621444,29.549247,Cf,0.9917,Humid,Milliman and Farnsworth 2013
Madagascar,Ikopa,,312.5,30000,-15.709678,46.283407,Aw,0.8879,Humid,Milliman and Farnsworth 2013
Madagascar,Mangoky,,105.9322034,59000,-21.439332,43.461213,BSh,0.3419,Semi-arid,Milliman and Farnsworth 2013
Madagascar,Tsiribihina,,166.6666667,45000,-19.641578,44.421168,BSh,0.5521,Dry sub-humid,Milliman and Farnsworth 2013
Philippines,Pasig,,62.5,600,14.595575,120.958961,Aw,1.4954,Humid,Milliman and Farnsworth 2013
Philippines,Tagum,,201.6129032,3100,7.343798,125.783603,Af,1.3793,Humid,Milliman and Farnsworth 2013
Indonesia,Seraju,,1520.27027,3700,-7.685303,109.112492,Af,1.9359,Humid,Milliman and Farnsworth 2013
Indonesia,Serang,,822.3684211,5700,-6.664899,111.187664,Am,0.9728,Humid,Milliman and Farnsworth 2013
Papua New Guinea,Jaba,,35326.08696,460,-6.395813,155.195832,Af,2.7978,Humid,Milliman and Farnsworth 2013
Australia,Adelaide,,41.11842105,7600,-12.219651,131.230477,Aw,0.8121,Humid,Milliman and Farnsworth 2013
Australia,Baffle Creek,,64.1025641,3900,-24.515029,152.058865,Cf,0.7756,Humid,Milliman and Farnsworth 2013
Australia,Black,,113.6363636,1100,-19.178561,146.651691,Aw,0.6825,Humid,Milliman and Farnsworth 2013
Australia,Boyne,,75,2500,-23.937209,151.35614,Cf,0.6301,Dry sub-humid,Milliman and Farnsworth 2013
Australia,Brisbane,,12.94642857,14000,-27.396621,153.153092,Cf,0.8997,Humid,Milliman and Farnsworth 2013
Australia,Burnett,,13.25757576,33000,-24.756617,152.398834,Cf,0.7902,Humid,Milliman and Farnsworth 2013
Australia,Burrum,,56.81818182,3300,-25.179411,152.61473,Cf,0.7845,Humid,Milliman and Farnsworth 2013
Australia,Calliope,,54.34782609,2300,-23.824435,151.218384,Cf,0.5856,Dry sub-humid,Milliman and Farnsworth 2013
Australia,Daintree,,357.1428571,2100,-16.284306,145.45378,Am,1.3432,Humid,Milliman and Farnsworth 2013
Australia,Derwent,,7.472826087,9200,-42.908575,147.384453,Cf,0.7436,Humid,Milliman and Farnsworth 2013
Australia,East Fitzroy,,13.39285714,140000,-23.518735,150.87032,Cf,0.5646,Dry sub-humid,Milliman and Farnsworth 2013
Australia,Endeavour,,213.0681818,2200,-15.460719,145.245409,Aw,1.2532,Humid,Milliman and Farnsworth 2013
Australia,Finniss,,395.8333333,9000,-12.884328,130.338149,Aw,0.8,Humid,Milliman and Farnsworth 2013
Australia,Flinders,,52.84090909,110000,-17.596916,140.595595,Aw,0.4533,Semi-arid,Milliman and Farnsworth 2013
Australia,Haughton,,69.44444444,3600,-19.410182,147.129181,Aw,0.6586,Humid,Milliman and Farnsworth 2013
Australia,Hawkesbury,,42.61363636,22000,-33.56147,151.308081,Cf,1.0519,Humid,Milliman and Farnsworth 2013
Australia,Herbert,,100,10000,-18.507247,146.275901,Am,1.4683,Humid,Milliman and Farnsworth 2013
Australia,Hunter,,312.5,22000,-32.919409,151.79218,Cf,0.8777,Humid,Milliman and Farnsworth 2013
Australia,Jardine,,143.9393939,3300,-10.920492,142.210824,Aw,1.2508,Humid,Milliman and Farnsworth 2013
Australia,Jeannie,,164.4736842,3800,-14.658686,144.921216,Aw,0.8823,Humid,Milliman and Farnsworth 2013
Australia,Johnson,,516.3043478,2300,-17.508651,146.07102,Af,2.4939,Humid,Milliman and Farnsworth 2013
Australia,Kolan,,62.5,3000,-24.6475,152.184722,Cf,0.7412,Humid,Milliman and Farnsworth 2013
Australia,Lockhart,,133.9285714,2800,-12.881266,143.381415,Aw,1.2299,Humid,Milliman and Farnsworth 2013
Australia,Macleay,,5.681818182,11000,-30.872901,153.02411,Cf,1.0634,Humid,Milliman and Farnsworth 2013
Australia,Mary,,58.59375,9600,-25.432136,152.927999,Cf,0.9194,Humid,Milliman and Farnsworth 2013
Australia,Mitchell,,3.732638889,72000,-15.198488,141.58656,Aw,0.6708,Humid,Milliman and Farnsworth 2013
Australia,Normanby,,120.5357143,14000,-14.401454,144.144507,Aw,0.6822,Humid,Milliman and Farnsworth 2013
Australia,Pascoe,,174.4186047,4300,-12.495384,143.272092,Am,1.1786,Humid,Milliman and Farnsworth 2013
Australia,Plane Creek,,127.3148148,2700,-21.399649,149.281164,Cw,1.1228,Humid,Milliman and Farnsworth 2013
Australia,Prosperpine,,25,2500,-20.482782,148.720774,Aw,0.9441,Humid,Milliman and Farnsworth 2013
Australia,Ross,,104.1666667,1800,-19.268891,146.835555,Aw,0.644,Humid,Milliman and Farnsworth 2013
Australia,Shoalhaven,,72.65625,8000,-34.88291,150.736453,Cf,1.3336,Humid,Milliman and Farnsworth 2013
Australia,Shoalwater Creek,,50.67567568,3700,-23.225667,150.798394,Cf,0.7062,Humid,Milliman and Farnsworth 2013
Australia,South Alligator,,2.604166667,12000,-12.189068,132.392717,Aw,0.7819,Humid,Milliman and Farnsworth 2013
Australia,Stewart,,111.6071429,2800,-14.068212,143.693017,Aw,0.8069,Humid,Milliman and Farnsworth 2013
Australia,Styx,,60.48387097,3100,-22.38393,149.7803,Cf,0.6374,Humid,Milliman and Farnsworth 2013
Australia,Tamar,,7.291666667,12000,-41.075108,146.781141,Cf,0.964,Humid,Milliman and Farnsworth 2013
Australia,Tully,,441.1764706,1700,-18.026575,146.052837,Am,1.7315,Humid,Milliman and Farnsworth 2013
Australia,Water Park Creek,,98.68421053,1900,-22.928243,150.741118,Cf,0.8835,Humid,Milliman and Farnsworth 2013
Australia,Wildman,,39.0625,4800,-12.300514,132.066448,Aw,0.7623,Humid,Milliman and Farnsworth 2013
Australia,Yarra,,22.86585366,4100,-37.850211,144.905296,Cf,0.5935,Dry sub-humid,Milliman and Farnsworth 2013
New Zealand,Hutt,,188.9534884,430,-41.240966,174.899496,Cf,1.7014,Humid,Milliman and Farnsworth 2013
New Zealand,Kaituna,,20.83333333,1200,-37.748283,176.415683,Cf,1.39,Humid,Milliman and Farnsworth 2013
New Zealand,Manawatu,,395.8333333,6000,-40.477424,175.214357,Cf,0.9859,Humid,Milliman and Farnsworth 2013
New Zealand,Mokau,,275,1500,-38.705648,174.61529,Cf,1.9251,Humid,Milliman and Farnsworth 2013
New Zealand,Otaki,,81.73076923,1300,-40.760605,175.100303,Cf,1.1501,Humid,Milliman and Farnsworth 2013
New Zealand,Pahaoa,,474.137931,580,-41.396775,175.72102,Cf,1.2224,Humid,Milliman and Farnsworth 2013
New Zealand,Patea,,193.75,1000,-39.773472,174.488655,Cf,1.2666,Humid,Milliman and Farnsworth 2013
New Zealand,Piako,,14.58333333,1500,-37.192877,175.498646,Cf,1.1949,Humid,Milliman and Farnsworth 2013
New Zealand,Porangahau,,305.0595238,840,-40.254846,176.700009,Cf,1.1288,Humid,Milliman and Farnsworth 2013
New Zealand,Rangitaiki,,21.73913043,2300,-37.908942,176.881891,Cf,1.2788,Humid,Milliman and Farnsworth 2013
New Zealand,Rangitikei,,176.2820513,3900,-40.3005,175.224801,Cf,0.9352,Humid,Milliman and Farnsworth 2013
New Zealand,Tarawera,,39.77272727,1100,-37.889818,176.787903,Cf,1.3018,Humid,Milliman and Farnsworth 2013
New Zealand,Turakina,,193.2989691,970,-40.066866,175.127483,Cf,0.9913,Humid,Milliman and Farnsworth 2013
New Zealand,Uawa,,5681.818182,550,-38.375259,178.306315,Cf,1.326,Humid,Milliman and Farnsworth 2013
New Zealand,Waihou,,50,2000,-37.167455,175.538303,Cf,1.2373,Humid,Milliman and Farnsworth 2013
New Zealand,Waikato,,16.51785714,14000,-37.361821,174.69936,Cf,1.46,Humid,Milliman and Farnsworth 2013
New Zealand,Wairoa,,793.9189189,3700,-39.062797,177.42105,Cf,1.4549,Humid,Milliman and Farnsworth 2013
New Zealand,Wairua,,190.9722222,3600,-36.183814,174.060142,Cf,1.1445,Humid,Milliman and Farnsworth 2013
New Zealand,Waitara,,551.1363636,1100,-38.98828,174.228243,Cf,1.6506,Humid,Milliman and Farnsworth 2013
New Zealand,Waitotara,,250,1200,-39.850338,174.684835,Cf,1.049,Humid,Milliman and Farnsworth 2013
New Zealand,Whangaehu,,226.9736842,1900,-40.041153,175.100115,Cf,1.0218,Humid,Milliman and Farnsworth 2013
New Zealand,Whareama,,1046.875,400,-41.015766,176.106994,Cf,1.0751,Humid,Milliman and Farnsworth 2013
New Zealand,Aparima,,35.15625,1600,-46.333557,168.018143,Cf,1.3568,Humid,Milliman and Farnsworth 2013
New Zealand,Arawata,,4838.709677,930,-43.993996,168.672252,Cf,4.4115,Humid,Milliman and Farnsworth 2013
New Zealand,Ashburton,,113.9705882,1700,-44.050742,171.805101,Cf,0.7457,Humid,Milliman and Farnsworth 2013
New Zealand,Ashley,,43.26923077,1300,-43.276651,172.72323,Cf,0.7349,Humid,Milliman and Farnsworth 2013
New Zealand,Awatere,,82.03125,1600,-41.607702,174.167269,Cf,0.6978,Humid,Milliman and Farnsworth 2013
New Zealand,Clarence,,123.1060606,3300,-42.168356,173.936588,Cf,1.0667,Humid,Milliman and Farnsworth 2013
New Zealand,Clutha,,11.60714286,21000,-46.336855,169.823644,Cf,0.9133,Humid,Milliman and Farnsworth 2013
New Zealand,Grey,,336.5384615,3900,-42.441317,171.194507,Cf,4.3018,Humid,Milliman and Farnsworth 2013
New Zealand,Hurunui,,447.6351351,740,-42.904792,173.291523,Cf,1.0446,Humid,Milliman and Farnsworth 2013
New Zealand,Kakanui,,77.24719101,890,-45.18879,170.899172,Cf,0.6876,Humid,Milliman and Farnsworth 2013
New Zealand,Mataura,,79.86111111,5400,-46.581941,168.796914,Cf,1.5707,Humid,Milliman and Farnsworth 2013
New Zealand,Mokihinui,,241.6666667,750,-41.521732,171.936898,Cf,2.3941,Humid,Milliman and Farnsworth 2013
New Zealand,Motueka,,128.6764706,1700,-41.08036,173.022307,Cf,1.7706,Humid,Milliman and Farnsworth 2013
New Zealand,Opihi,,41.66666667,2400,-44.280064,171.350321,Cf,0.7004,Humid,Milliman and Farnsworth 2013
New Zealand,Orari,,46.875,800,-44.242568,171.408248,Cf,0.7189,Humid,Milliman and Farnsworth 2013
New Zealand,Oreti,,46.42857143,3500,-46.461834,168.301047,Cf,1.3345,Humid,Milliman and Farnsworth 2013
New Zealand,Taieri,,35.0877193,5700,-45.991227,170.145132,Cf,0.8696,Humid,Milliman and Farnsworth 2013
New Zealand,Takaka,,168.2692308,260,-40.817969,172.801886,Cf,3.0416,Humid,Milliman and Farnsworth 2013
New Zealand,Taramakau,,1375,1000,-42.563301,171.12568,Cf,3.7336,Humid,Milliman and Farnsworth 2013
New Zealand,Waiho,,7327.586207,290,-43.289072,170.048398,Cf,4.7766,Humid,Milliman and Farnsworth 2013
New Zealand,Waipara,,50.67567568,740,-43.15408,172.797368,Cf,0.7317,Humid,Milliman and Farnsworth 2013
New Zealand,Wairau,,125,4200,-41.50505,174.05758,Cf,0.6938,Humid,Milliman and Farnsworth 2013
New Zealand,Waitaha,,5468.75,320,-42.956197,170.660161,Cf,3.8551,Humid,Milliman and Farnsworth 2013
New Zealand,Waitaki,,17.70833333,12000,-44.936933,171.144361,Cf,0.7077,Humid,Milliman and Farnsworth 2013
New Zealand,Whataroa,,5084.745763,590,-43.118694,170.252181,Cf,4.702,Humid,Milliman and Farnsworth 2013
