Reference	Reference DOI	Sample_ID	Location_ID	Basin_ID	Basin	Place	Region	Latitude	Longitude	Elevation	Season	Observation Type	Sample Type	filtersize_mum	Area (km2)	Time interval (yr)	Discharge_m3_s	Annual_Discharge_m3_s	TSS_mg_L	TSS_kg_s	TSS_km3_yr	Erosion rate (mm/yr)	Sand_perc	Silt_perc	Clay_perc
Tesi et al., 2013, Pettine et al., 1994, Davide et al., 2003		ITA-POO-111111-TSI13	ITA-POO-111111	3009	Po	North-East Italy	Italy	44.88848	11.608048		autumn	single	SS	0.7	74000	0.00273972602739726	1472	1540	103	158.62	0.0018526816	0.0250362378378378			
Tesi et al., 2013, Pettine et al., 1994, Davide et al., 2003		ITA-POO-111111-TSI2	ITA-POO-111111	3009	Po	North-East Italy	Italy	44.88848	11.608048		autumn	single	SS	0.7	74000	0.00273972602739726	2625	1540	744	1145.76	0.0133824768	0.180844281081081			
Tesi et al., 2013, Pettine et al., 1994, Davide et al., 2003		ITA-POO-111111-TSI3	ITA-POO-111111	3009	Po	North-East Italy	Italy	44.88848	11.608048		autumn	single	SS	0.7	74000	0.00273972602739726	3818	1540	943	1452.22	0.0169619296	0.229215264864865			
Tesi et al., 2013, Pettine et al., 1994, Davide et al., 2003		ITA-POO-111111-TSI4	ITA-POO-111111	3009	Po	North-East Italy	Italy	44.88848	11.608048		autumn	single	SS	0.7	74000	0.00273972602739726	4551	1540	614	945.56	0.0110441408	0.149245145945946			
Tesi et al., 2013, Pettine et al., 1994, Davide et al., 2003		ITA-POO-111111-TSI5	ITA-POO-111111	3009	Po	North-East Italy	Italy	44.88848	11.608048		autumn	single	SS	0.7	74000	0.00273972602739726	5459	1540	410	631.4	0.007374752	0.0996588108108108			
Tesi et al., 2013, Pettine et al., 1994, Davide et al., 2003		ITA-POO-111111-TSI6	ITA-POO-111111	3009	Po	North-East Italy	Italy	44.88848	11.608048		autumn	single	SS	0.7	74000	0.00273972602739726	5800	1540	259	398.86	0.0046586848	0.0629552			
Tesi et al., 2013, Pettine et al., 1994, Davide et al., 2003		ITA-POO-111111-TSI7	ITA-POO-111111	3009	Po	North-East Italy	Italy	44.88848	11.608048		autumn	single	SS	0.7	74000	0.00273972602739726	5281	1540	203	312.62	0.0036514016	0.0493432648648649			
Tesi et al., 2013, Pettine et al., 1994, Davide et al., 2003		ITA-POO-111111-TSI8	ITA-POO-111111	3009	Po	North-East Italy	Italy	44.88848	11.608048		autumn	single	SS	0.7	74000	0.00273972602739726	4209	1540	206	317.24	0.0037053632	0.0500724756756757			
Tesi et al., 2013, Pettine et al., 1994, Davide et al., 2003		ITA-POO-111111-TSI9	ITA-POO-111111	3009	Po	North-East Italy	Italy	44.88848	11.608048		autumn	single	SS	0.7	74000	0.00273972602739726	3433	1540	226	348.04	0.0040651072	0.0549338810810811			
Davide et al., 2003		ITA-POO-111112-DAV2	ITA-POO-111112	3009	Po	Northern Italy	Italy	44.828465	7.364521		Autumn	single	SS	cent	74000	0.00273972602739726		1540	0.3	0.462	0.00000539616	0.0000729210810810811			
Davide et al., 2003		ITA-POO-111113-DAV1	ITA-POO-111113	3009	Po	Northern Italy	Italy	44.886212	7.689685		Autumn	single	SS	cent	74000	0.00273972602739726		1540	597.89	920.7506	0.010754367008	0.145329283891892			
Davide et al., 2003		ITA-POO-111113-DAV2	ITA-POO-111113	3009	Po	Northern Italy	Italy	44.886212	7.689685		Autumn	single	SS	cent	74000	0.00273972602739726		1540	8.08	12.4432	0.000145336576	0.00196400778378378			
Davide et al., 2003		ITA-POO-111114-DAV1	ITA-POO-111114	3009	Po	Northern Italy	Italy	45.181169	7.890572		Autumn	single	SS	cent	74000	0.00273972602739726		1540	117.26	180.5804	0.002109179072	0.0285024198918919			
Davide et al., 2003		ITA-POO-111114-DAV2	ITA-POO-111114	3009	Po	Northern Italy	Italy	45.181169	7.890572		Autumn	single	SS	cent	74000	0.00273972602739726		1540	11.83	18.2182	0.000212788576	0.0028755212972973			
Davide et al., 2003		ITA-POO-111115-DAV1	ITA-POO-111115	3009	Po	Northern Italy	Italy	45.181099	8.279532		Autumn	single	SS	cent	74000	0.00273972602739726		1540	354.11	545.3294	0.006369447392	0.0860736134054054			
Davide et al., 2003		ITA-POO-111115-DAV2	ITA-POO-111115	3009	Po	Northern Italy	Italy	45.181099	8.279532		Autumn	single	SS	cent	74000	0.00273972602739726		1540	19.17	29.5218	0.000344814624	0.00465965708108108			
Davide et al., 2003		ITA-POO-111116-DAV1	ITA-POO-111116	3009	Po	Northern Italy	Italy	45.064849	8.1916112		Autumn	single	SS	cent	74000	0.00273972602739726		1540	940.01	1447.6154	0.016908147872	0.228488484756757			
Davide et al., 2003		ITA-POO-111116-DAV2	ITA-POO-111116	3009	Po	Northern Italy	Italy	45.064849	8.1916112		Autumn	single	SS	cent	74000	0.00273972602739726		1540	14.06	21.6524	0.000252900032	0.003417568			
Davide et al., 2003		ITA-POO-111117-DAV1	ITA-POO-111117	3009	Po	Northern Italy	Italy	45.131036	9.628029		Autumn	single	SS	cent	74000	0.00273972602739726		1540	197.02	303.4108	0.003543838144	0.0478897046486487			
Davide et al., 2003		ITA-POO-111117-DAV2	ITA-POO-111117	3009	Po	Northern Italy	Italy	45.131036	9.628029		Autumn	single	SS	cent	74000	0.00273972602739726		1540	21.46	33.0484	0.000386005312	0.005216288			
Davide et al., 2003		ITA-POO-111118-DAV1	ITA-POO-111118	3009	Po	Northern Italy	Italy	44.909869	10.5504		Autumn	single	SS	cent	74000	0.00273972602739726		1540	227.57	350.4578	0.004093347104	0.0553155014054054			
Davide et al., 2003		ITA-POO-111118-DAV2	ITA-POO-111118	3009	Po	Northern Italy	Italy	44.909869	10.5504		Autumn	single	SS	cent	74000	0.00273972602739726		1540	25.89	39.8706	0.000465688608	0.0062930892972973			
Davide et al., 2003		ITA-POO-111119-DAV1	ITA-POO-111119	3009	Po	Northern Italy	Italy	45.045497	10.755387		Autumn	single	SS	cent	74000	0.00273972602739726		1540	113.42	174.6668	0.002040108224	0.0275690300540541			
Davide et al., 2003		ITA-POO-111119-DAV2	ITA-POO-111119	3009	Po	Northern Italy	Italy	45.045497	10.755387		Autumn	single	SS	cent	74000	0.00273972602739726		1540	33.01	50.8354	0.000593757472	0.00802374962162162			
Davide et al., 2003		ITA-POO-111120-DAV1	ITA-POO-111120	3009	Po	Northern Italy	Italy	45.058073	11.202604		Autumn	single	SS	cent	74000	0.00273972602739726		1540	176.47	271.7638	0.003174201184	0.0428946105945946			
Davide et al., 2003		ITA-POO-111120-DAV2	ITA-POO-111120	3009	Po	Northern Italy	Italy	45.058073	11.202604		Autumn	single	SS	cent	74000	0.00273972602739726		1540	31.5	48.51	0.0005665968	0.00765671351351351			
GEMS-GLORI (Meybeck and Ragu, 1998)		ITA-POO-111121-GGR1	ITA-POO-111121	3009	Po	Italia, Coast	Italy	44.8833	11.65			an	SS		74000	1	1549.57931298308	1540	330.4	508.816	0.00594297088	0.0803104172972973			
Nagano et al., 2003		JPN-KJI-111111-NGN1	JPN-KJI-111111	4012	Kuji	Kanto Plains, Central Japan	Japan	36.503822	140.523124		Summer	single	SS	0.2	1490	0.00273972602739726	8.2	27.1	14.1	0.38211	0.0000044630448	0.00299533208053691			
Nagano et al., 2003		JPN-KJI-111111-NGN10	JPN-KJI-111111	4012	Kuji	Kanto Plains, Central Japan	Japan	36.503822	140.523124		Autumn	single	SS	0.2	1490	0.00273972602739726	20.06	27.1	5.5	0.14905	0.000001740904	0.00116839194630873			
Nagano et al., 2003		JPN-KJI-111111-NGN11	JPN-KJI-111111	4012	Kuji	Kanto Plains, Central Japan	Japan	36.503822	140.523124		Autumn	single	SS	0.2	1490	0.00273972602739726	65.39	27.1	13.5	0.36585	0.000004273128	0.0028678711409396			
Nagano et al., 2003		JPN-KJI-111111-NGN12	JPN-KJI-111111	4012	Kuji	Kanto Plains, Central Japan	Japan	36.503822	140.523124		Winter	single	SS	0.2	1490	0.00273972602739726	11.72	27.1	1.9	0.05149	0.0000006014032	0.000403626308724832			
Nagano et al., 2003		JPN-KJI-111111-NGN13	JPN-KJI-111111	4012	Kuji	Kanto Plains, Central Japan	Japan	36.503822	140.523124		Winter	single	SS	0.2	1490	0.00273972602739726	12.5	27.1	2.7	0.07317	0.0000008546256	0.00057357422818792			
Nagano et al., 2003		JPN-KJI-111111-NGN14	JPN-KJI-111111	4012	Kuji	Kanto Plains, Central Japan	Japan	36.503822	140.523124		Winter	single	SS	0.2	1490	0.00273972602739726	12.02	27.1	1.8	0.04878	0.0000005697504	0.000382382818791946			
Nagano et al., 2003		JPN-KJI-111111-NGN15	JPN-KJI-111111	4012	Kuji	Kanto Plains, Central Japan	Japan	36.503822	140.523124		Winter	single	SS	0.2	1490	0.00273972602739726	56.57	27.1	17.5	0.47425	0.00000553924	0.00371761073825503			
Nagano et al., 2003		JPN-KJI-111111-NGN2	JPN-KJI-111111	4012	Kuji	Kanto Plains, Central Japan	Japan	36.503822	140.523124		Summer	single	SS	0.2	1490	0.00273972602739726	5.76	27.1	14.1	0.38211	0.0000044630448	0.00299533208053691			
Nagano et al., 2003		JPN-KJI-111111-NGN3	JPN-KJI-111111	4012	Kuji	Kanto Plains, Central Japan	Japan	36.503822	140.523124		Summer	single	SS	0.2	1490	0.00273972602739726	4.85	27.1	6.6	0.17886	0.0000020890848	0.00140207033557047			
Nagano et al., 2003		JPN-KJI-111111-NGN4	JPN-KJI-111111	4012	Kuji	Kanto Plains, Central Japan	Japan	36.503822	140.523124		Summer	single	SS	0.2	1490	0.00273972602739726	198.43	27.1	403.8	10.94298	0.0001278140064	0.0857812123489933			
Nagano et al., 2003		JPN-KJI-111111-NGN5	JPN-KJI-111111	4012	Kuji	Kanto Plains, Central Japan	Japan	36.503822	140.523124		Summer	single	SS	0.2	1490	0.00273972602739726	103.36	27.1	199.5	5.40645	0.000063147336	0.0423807624161074			
Nagano et al., 2003		JPN-KJI-111111-NGN6	JPN-KJI-111111	4012	Kuji	Kanto Plains, Central Japan	Japan	36.503822	140.523124		Summer	single	SS	0.2	1490	0.00273972602739726	36.6	27.1	50.3	1.36313	0.0000159213584	0.0106854754362416			
Nagano et al., 2003		JPN-KJI-111111-NGN7	JPN-KJI-111111	4012	Kuji	Kanto Plains, Central Japan	Japan	36.503822	140.523124		Summer	single	SS	0.2	1490	0.00273972602739726	44.27	27.1	47.6	1.28996	0.0000150667328	0.0101119012080537			
Nagano et al., 2003		JPN-KJI-111111-NGN8	JPN-KJI-111111	4012	Kuji	Kanto Plains, Central Japan	Japan	36.503822	140.523124		Autumn	single	SS	0.2	1490	0.00273972602739726	21.65	27.1	4	0.1084	0.000001266112	0.000849739597315436			
Nagano et al., 2003		JPN-KJI-111111-NGN9	JPN-KJI-111111	4012	Kuji	Kanto Plains, Central Japan	Japan	36.503822	140.523124		Autumn	single	SS	0.2	1490	0.00273972602739726	25.89	27.1	8.7	0.23577	0.0000027537936	0.00184818362416107			
GEMS-GLORI (Meybeck and Ragu, 1998)		LVA-DAG-111111-GGR1	LVA-DAG-111111	3028	Daugava	Latvia, Coast	Latvia	56.8833	24.1333			an	SS		87900	1	646.450265538953	678	23.4	15.8652	0.000185305536	0.00210814034129693			
GEMS-GLORI (Meybeck and Ragu, 1998)		MAR-SEB-111111-GGR1	MAR-SEB-111111	5036	Sebou	Morocco, Coast	Morocco	34.25	-6.6667			an	SS		40000	1	1996.39052592912	137	412.7	56.5399	0.000660386032	0.0165096508			
GEMS-GLORI (Meybeck and Ragu, 1998)		MAR-SOU-111111-GGR1	MAR-SOU-111111	5030	Sous	Morocco, Coast	Morocco	30.3333	-9.8667			an	SS		40000	1	9.82350893711154	24.3	5111.8	124.21674	0.0014508515232	0.03627128808			
Compton and Maake 2007		NAM-ORA-111113-COM1	NAM-ORA-111113	5003	Orange	South Africa	South Africa	-30.481916	27.32822		Winter	single	SS	0.45	973000	0.00273972602739726		365	3400	1241	0.01449488	0.0148971017471737			
Compton and Maake 2007		NAM-ORA-111114-COM1	NAM-ORA-111114	5003	Orange	South Africa	South Africa	-30.680615	26.711859		Winter	single	SS	0.45	973000	0.00273972602739726		365	2600	949	0.01108432	0.011391901336074			
Compton and Maake 2007		NAM-ORA-111115-COM1	NAM-ORA-111115	5003	Orange	South Africa	South Africa	-30.263216	26.676975		Winter	single	SS	0.45	973000	0.00273972602739726		365	3000	1095	0.0127896	0.0131445015416238			
GEMS-GLORI (Meybeck and Ragu, 1998)		NAM-ORA-111116-GGR1	NAM-ORA-111116	5003	Orange	South Africa, Coast	South Africa	-28.6833	16.4667			an	SS		973000	1	359.984069437378	365	7834.5	2859.5925	0.0334000404	0.0343268657759507			
Gaillardet et al., 1999		NGA-NIG-111112-GLD1	NGA-NIG-111112	5028	Niger	South central Nigeria	Canada	7.094932	6.705248		Autumn	single	SS	0.2	2117700	0.00273972602739726	4883.30796549975	6925	260	1800.5	0.02102984	0.0099305095150399			
GEMS-GLORI (Meybeck and Ragu, 1998)		NGA-NIG-111113-GGR1	NGA-NIG-111113	5028	Niger	Nigeria, Coast	Nigeria	5.55	6.55			an	SS		2117700	1	4883.23460389964	6925	259.5	1797.0375	0.020989398	0.00991141238135713			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP1	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Winter	single	SS	0.45	185000	0.00273972602739726	8075	2900	59	171.1	0.001998448	0.0108024216216216			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP10	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Spring	single	SS	0.45	185000	0.00273972602739726	1010	2900	20	58	0.00067744	0.00366183783783784			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP100	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Autumn	single	SS	0.45	185000	0.00273972602739726	1959	2900	20	58	0.00067744	0.00366183783783784			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP101	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Autumn	single	SS	0.45	185000	0.00273972602739726	2076	2900	18	52.2	0.000609696	0.00329565405405405			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP102	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Winter	single	SS	0.45	185000	0.00273972602739726	1482	2900	10	29	0.00033872	0.00183091891891892			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP103	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Winter	single	SS	0.45	185000	0.00273972602739726	3278	2900	66	191.4	0.002235552	0.0120840648648649			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP104	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Winter	single	SS	0.45	185000	0.00273972602739726	3600	2900	52	150.8	0.001761344	0.00952077837837838			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP105	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Winter	single	SS	0.45	185000	0.00273972602739726	3945	2900	41	118.9	0.001388752	0.00750676756756757			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP106	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Winter	single	SS	0.45	185000	0.00273972602739726	3208	2900	33	95.7	0.001117776	0.00604203243243243			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP107	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Winter	single	SS	0.45	185000	0.00273972602739726	1970	2900	19	55.1	0.000643568	0.00347874594594595			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP108	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Spring	single	SS	0.45	185000	0.00273972602739726	2721	2900	14	40.6	0.000474208	0.00256328648648649			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP109	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Spring	single	SS	0.45	185000	0.00273972602739726	2006	2900	8.1	23.49	0.0002743632	0.00148304432432432			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP11	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Spring	single	SS	0.45	185000	0.00273972602739726	941	2900	31	89.9	0.001050032	0.00567584864864865			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP110	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Spring	single	SS	0.45	185000	0.00273972602739726	2212	2900	14	40.6	0.000474208	0.00256328648648649			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP111	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Spring	single	SS	0.45	185000	0.00273972602739726	2188	2900	12	34.8	0.000406464	0.0021971027027027			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP112	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Spring	single	SS	0.45	185000	0.00273972602739726	1918	2900	13	37.7	0.000440336	0.00238019459459459			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP113	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Spring	single	SS	0.45	185000	0.00273972602739726	3211	2900	21	60.9	0.000711312	0.00384492972972973			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP114	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Spring	single	SS	0.45	185000	0.00273972602739726	2298	2900	14	40.6	0.000474208	0.00256328648648649			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP115	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Summer	single	SS	0.45	185000	0.00273972602739726	1746	2900	6	17.4	0.000203232	0.00109855135135135			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP116	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Summer	single	SS	0.45	185000	0.00273972602739726	2111	2900	12	34.8	0.000406464	0.0021971027027027			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP117	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Summer	single	SS	0.45	185000	0.00273972602739726	1552	2900	10	29	0.00033872	0.00183091891891892			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP118	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Summer	single	SS	0.45	185000	0.00273972602739726	1269	2900	21	60.9	0.000711312	0.00384492972972973			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP119	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Summer	single	SS	0.45	185000	0.00273972602739726	1137	2900	16	46.4	0.000541952	0.00292947027027027			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP12	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Summer	single	SS	0.45	185000	0.00273972602739726	1166	2900	18	52.2	0.000609696	0.00329565405405405			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP120	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Summer	single	SS	0.45	185000	0.00273972602739726	1353	2900	29	84.1	0.000982288	0.00530966486486487			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP121	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Autumn	single	SS	0.45	185000	0.00273972602739726	1153	2900	19	55.1	0.000643568	0.00347874594594595			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP122	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Autumn	single	SS	0.45	185000	0.00273972602739726	1030	2900	11	31.9	0.000372592	0.00201401081081081			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP123	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Autumn	single	SS	0.45	185000	0.00273972602739726	1046	2900	18	52.2	0.000609696	0.00329565405405405			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP124	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Autumn	single	SS	0.45	185000	0.00273972602739726	1017	2900	11	31.9	0.000372592	0.00201401081081081			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP125	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Autumn	single	SS	0.45	185000	0.00273972602739726	942	2900	15	43.5	0.00050808	0.00274637837837838			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP126	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Autumn	single	SS	0.45	185000	0.00273972602739726	2209	2900	43	124.7	0.001456496	0.00787295135135135			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP127	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Winter	single	SS	0.45	185000	0.00273972602739726	1955	2900	27	78.3	0.000914544	0.00494348108108108			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP128	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Winter	single	SS	0.45	185000	0.00273972602739726	1581	2900	15	43.5	0.00050808	0.00274637837837838			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP129	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Winter	single	SS	0.45	185000	0.00273972602739726	1355	2900	17	49.3	0.000575824	0.00311256216216216			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP13	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Summer	single	SS	0.45	185000	0.00273972602739726	1528	2900	17	49.3	0.000575824	0.00311256216216216			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP130	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Winter	single	SS	0.45	185000	0.00273972602739726	3430	2900	29	84.1	0.000982288	0.00530966486486487			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP131	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Winter	single	SS	0.45	185000	0.00273972602739726	4350	2900	41	118.9	0.001388752	0.00750676756756757			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP132	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Spring	single	SS	0.45	185000	0.00273972602739726	3204	2900	21	60.9	0.000711312	0.00384492972972973			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP133	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Spring	single	SS	0.45	185000	0.00273972602739726	2455	2900	17	49.3	0.000575824	0.00311256216216216			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP134	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Spring	single	SS	0.45	185000	0.00273972602739726	1879	2900	9	26.1	0.000304848	0.00164782702702703			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP135	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Spring	single	SS	0.45	185000	0.00273972602739726	2109	2900	6	17.4	0.000203232	0.00109855135135135			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP136	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Spring	single	SS	0.45	185000	0.00273972602739726	2688	2900	19	55.1	0.000643568	0.00347874594594595			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP137	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Spring	single	SS	0.45	185000	0.00273972602739726	2106	2900	15	43.5	0.00050808	0.00274637837837838			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP138	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Spring	single	SS	0.45	185000	0.00273972602739726	2501	2900	17	49.3	0.000575824	0.00311256216216216			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP139	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Summer	single	SS	0.45	185000	0.00273972602739726	4526	2900	37	107.3	0.001253264	0.0067744			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP14	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Summer	single	SS	0.45	185000	0.00273972602739726	1375	2900	12	34.8	0.000406464	0.0021971027027027			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP140	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Summer	single	SS	0.45	185000	0.00273972602739726	4712	2900	39	113.1	0.001321008	0.00714058378378378			
Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989		NLD-RHN-111112-VDP141	NLD-RHN-111112	3004	Rhine	Lobit at German-Dutch border	Netherlands	51.849126	6.101906		Summer	single	SS	0.45	185000	0.00273972602739726	3039	2900	32	92.8	0.001083904	0.00585894054054054			
